node_id,timestamp,latitude,longitude,temperature_c,humidity_pct,surface_temp_c,smoke_index,co_ppm,voc_index,wind_speed_kmh,wind_direction_deg,fire_risk,is_fire_event,battery_pct,signal_rssi
NODE_069,2024-07-01T00:05:00+00:00,44.00984532570047,-78.89880848727755,23.73,65.15,24.47,0.0441,0.4283,47.14,8.71,173.4,0.0932,False,74.58090772530821,-106
NODE_070,2024-07-01T00:05:00+00:00,44.01750160529221,-79.0138274578444,21.16,66.43,25.08,0.0614,0.4623,53.09,7.68,179.1,0.0902,False,85.03756960081232,-92
NODE_071,2024-07-01T00:05:00+00:00,44.016653860544544,-79.00242193219431,22.23,64.78,25.5,0.0869,0.4303,44.78,7.04,178.3,0.0942,False,96.88463525492332,-87
NODE_073,2024-07-01T00:05:00+00:00,44.01666024406733,-78.97186160236254,22.64,61.83,24.39,0.0803,0.4395,47.28,8.76,174.9,0.1029,False,90.57366235471824,-96
NODE_074,2024-07-01T00:05:00+00:00,44.01968566285567,-78.95984530671547,21.99,66.82,23.52,0.0445,0.3414,46.45,8.72,179.2,0.0893,False,90.1217084440366,-70
NODE_075,2024-07-01T00:05:00+00:00,44.01557787993401,-78.94623390808437,21.46,63.74,25.24,0.0408,0.3115,46.55,9.67,185.6,0.0969,False,78.05912931280348,-109
NODE_076,2024-07-01T00:05:00+00:00,44.02055246658679,-78.93428432015922,22.66,65.7,24.63,0.1295,0.4421,49.05,8.22,173.3,0.0974,False,94.7212826097209,-75
NODE_077,2024-07-01T00:05:00+00:00,44.01621522912,-78.92505270012715,22.27,64.42,25.86,0.1198,0.4384,49.89,8.19,188.3,0.0993,False,76.67403312447365,-72
NODE_078,2024-07-01T00:05:00+00:00,44.019978141289634,-78.90939903251471,21.51,62.77,24.12,0.076,0.39,50.5,5.1,186.6,0.0943,False,93.9065065639488,-75
NODE_079,2024-07-01T00:05:00+00:00,44.01734726967926,-78.8962561316641,22.47,65.83,21.45,0.0881,0.39,49.39,9.17,179.3,0.0955,False,77.74263073362312,-110
NODE_080,2024-07-01T00:05:00+00:00,44.02933585914469,-79.010465120761,21.05,62.34,23.78,0.0798,0.3576,56.35,11.96,183.1,0.1067,False,70.9376430423236,-88
NODE_081,2024-07-01T00:05:00+00:00,44.02663273671155,-78.99665624984553,22.32,65.34,23.22,0.1275,0.3681,47.24,7.11,178.0,0.0958,False,97.5452653884834,-86
NODE_082,2024-07-01T00:05:00+00:00,44.027891551543576,-78.9876696558416,21.96,63.79,24.66,0.0573,0.4156,51.0,8.25,176.8,0.0962,False,98.3239512291332,-100
NODE_084,2024-07-01T00:05:00+00:00,44.028310543406064,-78.96581939180314,22.55,64.82,23.28,0.0829,0.4004,52.87,7.95,184.2,0.0952,False,97.6824927216445,-103
NODE_085,2024-07-01T00:05:00+00:00,44.02464187441295,-78.94938001083372,24.05,66.07,23.28,0.0692,0.4359,48.12,6.17,178.5,0.0888,False,72.13964964925952,-100
NODE_086,2024-07-01T00:05:00+00:00,44.02928387481748,-78.93724772556901,22.79,65.63,25.2,0.0763,0.4168,51.22,7.89,179.5,0.093,False,97.13099077463345,-71
NODE_087,2024-07-01T00:05:00+00:00,44.0295272479112,-78.9280966530406,22.76,65.1,24.14,0.093,0.4208,53.13,7.43,190.3,0.0946,False,83.75961791925093,-65
NODE_088,2024-07-01T00:05:00+00:00,44.0247036747402,-78.91568288248918,23.05,64.56,23.16,0.1096,0.3673,61.12,8.09,183.0,0.0978,False,72.85694015767909,-86
NODE_089,2024-07-01T00:05:00+00:00,44.02650599664084,-78.89658712043433,21.96,63.31,24.35,0.1548,0.434,44.64,10.03,181.5,0.1072,False,72.46041745891412,-80
NODE_090,2024-07-01T00:05:00+00:00,44.03465741129694,-79.01191626793968,24.12,64.83,24.17,0.0637,0.4228,42.92,6.59,184.4,0.0917,False,69.98617265922378,-102
NODE_091,2024-07-01T00:05:00+00:00,44.03378758796786,-78.99893446240556,21.94,63.02,24.06,0.0806,0.3806,45.9,6.71,181.8,0.0967,False,94.61195251251756,-61
NODE_092,2024-07-01T00:05:00+00:00,44.03615493292254,-78.98430909629339,23.39,63.68,24.31,0.0841,0.3881,53.42,8.75,181.9,0.099,False,89.27037638012708,-73
NODE_093,2024-07-01T00:05:00+00:00,44.03694081712237,-78.97642505852778,22.03,63.46,23.34,0.1045,0.4263,51.85,7.91,180.4,0.0997,False,84.97822730188724,-61
NODE_094,2024-07-01T00:05:00+00:00,44.03546798286279,-78.9612404228676,22.0,65.09,23.44,0.1159,0.3736,47.31,9.81,170.0,0.1,False,70.11621025139283,-103
NODE_095,2024-07-01T00:05:00+00:00,44.035806032157566,-78.94676683281992,22.08,63.37,26.19,0.0849,0.3685,49.87,4.46,184.3,0.0925,False,92.62083886304876,-67
NODE_096,2024-07-01T00:05:00+00:00,44.03338609479947,-78.9365673119716,21.89,62.75,24.02,0.0791,0.4576,45.42,7.31,185.0,0.0985,False,89.89044799412301,-92
NODE_098,2024-07-01T00:05:00+00:00,44.03606279453709,-78.9151891631876,22.13,62.38,23.37,0.0338,0.3607,52.05,8.75,178.8,0.098,False,84.3865554577888,-70
NODE_099,2024-07-01T00:05:00+00:00,44.03809596024131,-78.89704513744962,21.87,65.28,21.81,0.0893,0.3959,48.94,8.3,178.9,0.0953,False,99.10269182768997,-85
NODE_001,2024-07-01T00:05:30+00:00,43.9535830917706,-79.0027976535153,22.25,65.16,26.06,0.0721,0.3779,48.8,7.7,175.5,0.0932,False,76.42943404764864,-81
NODE_002,2024-07-01T00:05:30+00:00,43.95591463354579,-78.98463340616796,22.7,64.31,24.26,0.0852,0.4245,42.83,9.67,176.3,0.0995,False,87.09264294002732,-64
NODE_003,2024-07-01T00:05:30+00:00,43.95545677426582,-78.97857124333807,22.66,65.31,22.57,0.1049,0.4067,47.78,7.77,175.7,0.0955,False,91.3796502775414,-82
NODE_005,2024-07-01T00:05:30+00:00,43.95528095557495,-78.94837865945176,21.01,66.11,25.26,0.1179,0.3913,53.08,8.59,177.3,0.0961,False,71.94293103697994,-103
NODE_006,2024-07-01T00:05:30+00:00,43.95519069860613,-78.93958232335265,23.25,65.18,25.07,0.086,0.3401,55.14,8.18,183.7,0.0948,False,83.19364080576511,-106
NODE_007,2024-07-01T00:05:30+00:00,43.953735342291765,-78.92218968474216,21.58,64.87,20.98,0.1058,0.4733,48.44,6.54,187.5,0.0948,False,86.78119475466836,-71
NODE_008,2024-07-01T00:05:30+00:00,43.95660156660664,-78.91094044256634,23.75,68.24,24.77,0.1111,0.4005,53.45,6.02,184.5,0.0868,False,99.1968617814133,-83
NODE_010,2024-07-01T00:05:30+00:00,43.96179607392751,-79.0135127160913,21.91,65.24,26.0,0.032,0.369,49.42,9.14,176.4,0.0925,False,91.40319443434468,-86
NODE_011,2024-07-01T00:05:30+00:00,43.9658290484111,-78.99931278383434,21.43,63.56,25.24,0.0461,0.4556,47.95,10.9,181.5,0.1005,False,74.20465696834705,-63
NODE_012,2024-07-01T00:05:30+00:00,43.96520505492798,-78.98729253147634,23.39,63.4,24.5,0.0808,0.4534,51.53,9.32,175.3,0.1006,False,75.01176853837137,-99
NODE_013,2024-07-01T00:05:30+00:00,43.96168828785943,-78.97659881693653,22.51,66.63,22.66,0.0522,0.4299,52.43,7.72,177.3,0.089,False,86.50785261506297,-98
NODE_014,2024-07-01T00:05:30+00:00,43.96460907031511,-78.95980051539249,21.96,66.61,24.66,0.0745,0.3878,46.48,6.38,182.1,0.0882,False,77.04168363390386,-70
NODE_015,2024-07-01T00:05:30+00:00,43.96230196830818,-78.9532341877588,20.59,64.07,22.58,0.0615,0.3544,51.25,7.52,178.0,0.0944,False,79.27264593002025,-90
NODE_017,2024-07-01T00:05:30+00:00,43.965874562591246,-78.92219508128352,24.08,62.96,24.81,0.1203,0.4104,46.47,6.35,180.4,0.0992,False,74.99010963181762,-78
NODE_018,2024-07-01T00:05:30+00:00,43.96276007288933,-78.91141277297757,23.23,65.96,24.66,0.0473,0.4201,51.79,6.36,173.5,0.0877,False,77.9091421927753,-81
NODE_019,2024-07-01T00:05:30+00:00,43.962148398913655,-78.90099408885422,20.21,66.87,23.74,0.0609,0.4047,48.01,6.84,176.2,0.0875,False,80.64067539915128,-106
NODE_020,2024-07-01T00:05:30+00:00,43.97169852948102,-79.00934029112834,21.78,63.06,24.11,0.065,0.4485,48.77,7.64,180.4,0.0974,False,74.54582796174877,-74
NODE_021,2024-07-01T00:05:30+00:00,43.97066110099271,-78.99908180961216,21.37,66.38,25.49,0.0626,0.3833,46.95,9.85,179.7,0.0936,False,99.03793407022856,-61
NODE_022,2024-07-01T00:05:30+00:00,43.97421867541357,-78.99010039838765,23.64,63.48,24.18,0.1317,0.4123,52.48,7.87,188.5,0.1015,False,84.14004464379903,-90
NODE_023,2024-07-01T00:05:30+00:00,43.97171741093388,-78.97183739662671,23.92,65.24,25.68,0.0655,0.4222,49.45,6.59,179.0,0.0909,False,76.06580935657068,-90
NODE_024,2024-07-01T00:05:30+00:00,43.97327808751326,-78.9611318854433,23.53,65.54,27.06,0.1369,0.4197,49.85,7.22,173.4,0.0965,False,78.86160160673921,-75
NODE_025,2024-07-01T00:05:30+00:00,43.97148505846969,-78.95352096222337,22.16,65.43,23.12,0.0976,0.4003,54.69,8.76,172.9,0.0964,False,97.14431988902057,-78
NODE_026,2024-07-01T00:05:30+00:00,43.97244165909912,-78.94074028364639,23.36,63.33,24.31,0.0853,0.3715,51.43,5.98,181.2,0.0951,False,90.53077982379764,-66
NODE_028,2024-07-01T00:05:30+00:00,43.9729655033861,-78.90951004407135,24.29,64.06,23.84,0.0662,0.4013,50.19,5.18,184.9,0.091,False,76.30527109131084,-64
NODE_029,2024-07-01T00:05:30+00:00,43.97273741820961,-78.90167891840413,22.59,64.8,24.5,0.0511,0.4014,52.3,8.71,174.0,0.0943,False,70.01988197921159,-110
NODE_030,2024-07-01T00:05:30+00:00,43.98332632851777,-79.0123209167642,22.78,63.27,22.77,0.0749,0.4268,46.5,9.01,184.1,0.0998,False,79.12298404427275,-101
NODE_031,2024-07-01T00:05:30+00:00,43.982414221641214,-78.99709679592983,22.36,64.24,22.37,0.0072,0.3834,48.16,7.05,174.1,0.0895,False,80.87931865994275,-90
NODE_033,2024-07-01T00:05:30+00:00,43.98203743385871,-78.97812366758176,21.7,64.48,24.65,0.0936,0.3891,49.17,5.46,173.7,0.0925,False,74.74275883385047,-68
NODE_034,2024-07-01T00:05:30+00:00,43.98392081340508,-78.96514730202769,21.69,63.23,25.25,0.116,0.4145,49.29,9.41,180.9,0.1035,False,87.33798039301332,-104
NODE_035,2024-07-01T00:05:30+00:00,43.98355430729731,-78.95058158174024,23.75,64.13,22.69,0.1378,0.3756,57.74,9.42,180.2,0.1029,False,99.45077182895362,-109
NODE_036,2024-07-01T00:05:30+00:00,43.98137529115952,-78.93675403433045,23.46,62.56,24.46,0.0806,0.3776,46.07,5.1,175.0,0.095,False,89.06004005775515,-106
NODE_039,2024-07-01T00:05:30+00:00,43.98333510391905,-78.89787629475562,22.17,69.48,24.57,0.034,0.4411,50.5,7.36,177.3,0.0812,False,95.32469259733372,-68
NODE_040,2024-07-01T00:05:30+00:00,43.98889578682544,-79.01310207939311,22.42,63.78,25.47,0.0896,0.3721,45.37,7.37,175.0,0.0968,False,83.4202434478604,-85
NODE_041,2024-07-01T00:05:30+00:00,43.98831271864525,-78.99842711730653,21.57,64.45,26.17,0.0628,0.3685,50.26,9.41,186.1,0.0969,False,93.51901220342064,-68
NODE_042,2024-07-01T00:05:30+00:00,43.98970072064406,-78.98757733478841,21.31,64.16,23.49,0.0549,0.3784,45.97,8.58,183.2,0.0956,False,87.70709624960129,-67
NODE_043,2024-07-01T00:05:30+00:00,43.99104394973891,-78.97800782611554,22.37,65.29,23.86,0.0915,0.4236,46.99,9.28,172.2,0.0972,False,93.39162183269488,-72
NODE_044,2024-07-01T00:05:30+00:00,43.98990696549609,-78.96146363613529,22.17,65.81,25.45,0.1258,0.396,51.68,9.33,178.8,0.0985,False,93.53178256874882,-61
NODE_045,2024-07-01T00:05:30+00:00,43.98936002391525,-78.95094378476827,24.62,64.4,23.71,0.0959,0.3804,48.41,9.21,173.0,0.0991,False,80.77342082914468,-86
NODE_046,2024-07-01T00:05:30+00:00,43.99119479966925,-78.93539985397554,22.39,65.49,25.83,0.0932,0.4573,52.88,7.63,174.1,0.0943,False,75.53536965063012,-106
NODE_047,2024-07-01T00:05:30+00:00,43.99324788384901,-78.92419958620255,21.79,64.89,20.76,0.1031,0.4088,49.76,9.27,179.0,0.0988,False,79.99766674226453,-90
NODE_048,2024-07-01T00:05:30+00:00,43.9883920307861,-78.90918774827696,21.8,64.58,22.67,0.057,0.3673,53.46,7.39,179.8,0.0928,False,77.52061342134584,-85
NODE_049,2024-07-01T00:05:30+00:00,43.989585082249015,-78.90184901471845,22.1,64.24,25.33,0.0922,0.3758,51.79,6.91,182.5,0.0953,False,90.723983728542,-64
NODE_050,2024-07-01T00:05:30+00:00,44.00242131535341,-79.01572687990682,21.9,66.87,23.83,0.1155,0.3746,48.09,10.35,180.1,0.0971,False,76.12903952035312,-108
NODE_051,2024-07-01T00:05:30+00:00,44.00170999489266,-78.99650211886684,20.66,66.12,21.51,0.0298,0.4481,50.11,10.37,172.5,0.093,False,91.64475344812094,-73
NODE_052,2024-07-01T00:05:30+00:00,44.00145257001881,-78.99037236248287,21.33,66.45,23.42,0.0971,0.4182,42.83,9.86,181.9,0.0961,False,75.679810138166,-88
NODE_053,2024-07-01T00:05:30+00:00,44.00243465744555,-78.97756610690787,24.15,63.6,26.56,0.0413,0.4088,51.69,10.63,179.8,0.0993,False,93.88854519001222,-102
NODE_054,2024-07-01T00:05:30+00:00,44.00202069137809,-78.96311455193654,22.22,63.29,22.85,0.0292,0.4418,50.66,10.38,183.9,0.0989,False,91.34997182513408,-92
NODE_055,2024-07-01T00:05:30+00:00,44.002300463440896,-78.94807324539418,23.08,64.25,25.2,0.0594,0.4095,49.45,7.88,179.6,0.0947,False,97.61206512900438,-92
NODE_056,2024-07-01T00:05:30+00:00,43.998383902328335,-78.93888542826157,23.87,63.3,24.78,0.0917,0.4328,53.83,8.58,175.3,0.1003,False,83.91953182448657,-104
NODE_057,2024-07-01T00:05:30+00:00,44.00080516111527,-78.92542335667459,21.83,64.13,22.15,0.1249,0.3632,44.25,7.35,180.3,0.0985,False,94.12559332789844,-108
NODE_058,2024-07-01T00:05:30+00:00,43.99973303935638,-78.91432171530057,21.77,66.32,24.94,0.1336,0.3897,54.48,9.27,177.2,0.0979,False,98.93984707520084,-98
NODE_059,2024-07-01T00:05:30+00:00,43.99912129311227,-78.89924065043445,21.64,65.94,27.7,0.0628,0.3653,53.72,10.75,175.2,0.0959,False,94.1349479826517,-95
NODE_060,2024-07-01T00:05:30+00:00,44.00948913929842,-79.01633558439156,21.57,62.43,24.29,0.1269,0.3607,49.4,7.5,163.7,0.1025,False,79.91157402501901,-95
NODE_061,2024-07-01T00:05:30+00:00,44.00973019409948,-79.00212773035906,23.34,65.27,27.35,0.027,0.4071,48.52,7.06,169.4,0.0889,False,95.67296058597776,-78
NODE_062,2024-07-01T00:05:30+00:00,44.0109508907136,-78.99080049662425,21.57,65.2,21.37,0.0865,0.3384,50.63,9.2,179.1,0.0965,False,95.5636808758242,-60
NODE_063,2024-07-01T00:05:30+00:00,44.00782667614423,-78.97515094604248,24.01,64.94,22.79,0.0902,0.4148,52.63,8.35,184.7,0.0962,False,72.59906606067716,-107
NODE_064,2024-07-01T00:05:30+00:00,44.00702629788344,-78.95923583518923,19.77,64.62,23.96,0.1011,0.4038,43.11,7.61,186.0,0.0964,False,70.85560832908712,-87
NODE_065,2024-07-01T00:05:30+00:00,44.00944048884214,-78.95191902008823,21.21,62.94,25.79,0.0948,0.4734,49.47,7.2,177.5,0.0992,False,83.75220064721081,-70
NODE_066,2024-07-01T00:05:30+00:00,44.010682757711365,-78.93980089150908,21.84,64.08,23.6,0.0748,0.4438,46.57,5.52,183.6,0.0924,False,85.65193969663203,-68
NODE_067,2024-07-01T00:05:30+00:00,44.00986978503738,-78.92606228028362,20.96,66.32,24.01,0.0893,0.4116,47.38,8.98,176.0,0.0943,False,97.53324796686424,-68
NODE_068,2024-07-01T00:05:30+00:00,44.00882039517132,-78.91070968038763,23.15,67.85,25.09,0.0789,0.3845,54.09,6.65,171.1,0.0863,False,98.52158245788692,-69
NODE_069,2024-07-01T00:05:30+00:00,44.00983511302699,-78.89879568551899,24.39,65.08,24.36,0.0386,0.433,46.03,9.58,178.1,0.0944,False,74.57846145604502,-105
NODE_071,2024-07-01T00:05:30+00:00,44.01666887380761,-79.00242398407396,22.21,64.26,25.52,0.0912,0.4311,44.74,7.33,177.4,0.0961,False,96.88239422389964,-67
NODE_073,2024-07-01T00:05:30+00:00,44.01665558247351,-78.9718654357186,22.61,61.59,24.55,0.0732,0.4379,46.95,8.64,182.8,0.1027,False,90.57174849346112,-91
NODE_074,2024-07-01T00:05:30+00:00,44.01968202027616,-78.9598547022447,22.46,66.83,23.68,0.0186,0.3499,44.71,9.27,181.7,0.0884,False,90.12065093670884,-110
NODE_075,2024-07-01T00:05:30+00:00,44.015600969417584,-78.94624871657393,21.89,63.55,25.31,0.0526,0.3013,46.89,10.04,171.7,0.0987,False,78.05635126064259,-71
NODE_076,2024-07-01T00:05:30+00:00,44.02056083831238,-78.93426260824904,22.68,65.75,24.53,0.126,0.4606,49.2,8.89,174.8,0.0982,False,94.7198516987821,-90
NODE_077,2024-07-01T00:05:30+00:00,44.01621051119552,-78.92507748663486,22.4,64.52,27.06,0.099,0.4516,49.49,8.35,180.9,0.098,False,76.67270931233294,-98
NODE_078,2024-07-01T00:05:30+00:00,44.01997167701965,-78.9094080149594,21.37,62.47,24.13,0.0621,0.3941,52.07,5.34,178.4,0.0943,False,93.9051497986921,-95
NODE_079,2024-07-01T00:05:30+00:00,44.01735455497536,-78.89625558112286,22.93,65.96,21.23,0.0885,0.3885,51.58,8.79,181.7,0.0946,False,77.74130732169778,-96
NODE_080,2024-07-01T00:05:30+00:00,44.02934055717009,-79.01048425903592,21.25,62.56,24.14,0.0684,0.356,57.88,11.79,182.4,0.1052,False,70.93543907095513,-94
NODE_081,2024-07-01T00:05:30+00:00,44.02661168224177,-78.99667978172762,21.99,65.76,23.19,0.1165,0.3786,48.85,7.19,180.5,0.0943,False,97.54279769006816,-61
NODE_084,2024-07-01T00:05:30+00:00,44.02829040478445,-78.96581503948131,23.1,64.53,23.24,0.0873,0.3871,53.34,7.04,180.9,0.0946,False,97.68134653752594,-84
NODE_085,2024-07-01T00:05:30+00:00,44.02463755758414,-78.94938375575258,23.99,65.97,23.56,0.0552,0.4403,49.42,5.81,171.5,0.0875,False,72.13799183190639,-97
NODE_086,2024-07-01T00:05:30+00:00,44.02928458351951,-78.93723297923252,23.07,65.37,25.65,0.071,0.4259,51.33,8.05,179.7,0.0935,False,97.12813495282636,-103
NODE_087,2024-07-01T00:05:30+00:00,44.0295147777238,-78.92809655841877,22.32,64.68,24.28,0.1101,0.4334,52.08,8.95,178.5,0.0993,False,83.75685757088465,-97
NODE_088,2024-07-01T00:05:30+00:00,44.02470608833405,-78.91566610391997,23.01,64.78,23.22,0.1253,0.3639,60.39,8.0,180.0,0.0983,False,72.85477901634026,-78
NODE_089,2024-07-01T00:05:30+00:00,44.0265075840809,-78.89657441433005,22.23,63.5,24.55,0.1614,0.4291,43.29,9.59,186.0,0.1065,False,72.4585024732075,-63
NODE_090,2024-07-01T00:05:30+00:00,44.03466451065322,-79.01190944014759,24.32,65.28,24.39,0.0851,0.4259,42.54,7.2,186.4,0.0933,False,69.98460763877287,-67
NODE_091,2024-07-01T00:05:30+00:00,44.03377116382497,-78.99890154760882,22.1,62.93,24.2,0.0749,0.3908,45.74,6.8,182.8,0.0967,False,94.6104479743997,-80
NODE_092,2024-07-01T00:05:30+00:00,44.03615929647365,-78.98429880689059,23.51,64.48,25.09,0.0979,0.3948,53.93,8.64,187.8,0.0982,False,89.26925683413062,-83
NODE_093,2024-07-01T00:05:30+00:00,44.03695594018245,-78.9764557348213,22.29,63.69,23.57,0.1262,0.4302,53.01,8.33,177.3,0.1015,False,84.97546858204696,-87
NODE_094,2024-07-01T00:05:30+00:00,44.035462636406514,-78.96124017359567,22.12,65.19,24.09,0.1057,0.3569,46.35,9.07,170.5,0.0977,False,70.11410095534914,-61
NODE_095,2024-07-01T00:05:30+00:00,44.035798535563,-78.94677053203463,21.78,63.11,26.61,0.0847,0.3487,49.09,4.7,182.1,0.0933,False,92.6188872223295,-61
NODE_096,2024-07-01T00:05:30+00:00,44.033403506309526,-78.93656870842321,21.7,62.62,23.8,0.08,0.4669,44.48,6.99,179.6,0.0984,False,89.88773072298619,-69
NODE_097,2024-07-01T00:05:30+00:00,44.03871536164552,-78.9281529208832,22.1,64.6,25.59,0.0869,0.3173,53.6,5.01,176.8,0.0907,False,80.35919995442265,-89
NODE_098,2024-07-01T00:05:30+00:00,44.03607442973925,-78.91518455094423,22.15,62.27,23.27,0.0487,0.3677,51.18,8.67,179.4,0.0992,False,84.38400014654077,-96
NODE_099,2024-07-01T00:05:30+00:00,44.038075075010845,-78.89705756427581,21.67,65.69,22.44,0.0684,0.3984,49.28,9.17,174.9,0.0944,False,99.10068958026268,-94
NODE_001,2024-07-01T00:06:00+00:00,43.95356740361026,-79.00281504201993,22.7,64.71,26.67,0.0738,0.3804,47.32,7.64,174.1,0.0942,False,76.42782122099226,-89
NODE_002,2024-07-01T00:06:00+00:00,43.9559088984832,-78.98464041596824,22.73,64.13,24.45,0.0811,0.4193,42.55,9.72,174.5,0.0996,False,87.0908111141943,-72
NODE_003,2024-07-01T00:06:00+00:00,43.95546153725116,-78.97855109925803,22.24,65.08,22.85,0.1024,0.4024,49.15,7.83,173.0,0.0959,False,91.37722812625432,-98
NODE_005,2024-07-01T00:06:00+00:00,43.95528375974187,-78.94838962851033,20.63,66.06,25.28,0.1099,0.3936,52.21,8.37,181.0,0.0952,False,71.94032992398627,-70
NODE_006,2024-07-01T00:06:00+00:00,43.95519476204267,-78.93956264626476,23.3,65.22,24.79,0.1044,0.3391,52.85,8.66,185.9,0.0968,False,83.19069130421605,-101
NODE_007,2024-07-01T00:06:00+00:00,43.95376040494196,-78.92216631298199,21.88,64.41,21.0,0.1139,0.4699,47.74,7.2,183.6,0.0974,False,86.77978789271852,-83
NODE_008,2024-07-01T00:06:00+00:00,43.95659293942072,-78.91096049739974,23.54,67.7,25.2,0.1199,0.41,53.6,5.7,189.0,0.0881,False,99.19440627246314,-83
NODE_010,2024-07-01T00:06:00+00:00,43.96184142416692,-79.01351533184177,21.62,65.26,26.18,0.0194,0.3736,48.67,9.13,180.1,0.0916,False,91.4014371904959,-85
NODE_011,2024-07-01T00:06:00+00:00,43.96585216938889,-78.99930563044329,21.44,63.36,25.13,0.0573,0.4697,47.96,10.87,177.3,0.1017,False,74.20218855910055,-66
NODE_012,2024-07-01T00:06:00+00:00,43.96519704393794,-78.98730645481825,23.15,63.63,24.86,0.0828,0.4658,48.95,8.66,172.9,0.0993,False,75.01033149190073,-106
NODE_013,2024-07-01T00:06:00+00:00,43.96168755866294,-78.97659564826617,22.32,66.99,21.82,0.0509,0.4428,52.02,7.15,182.6,0.0872,False,86.50629909600025,-102
NODE_014,2024-07-01T00:06:00+00:00,43.96460821815888,-78.95981442184265,22.44,66.54,24.94,0.1007,0.3877,45.16,6.45,178.4,0.0903,False,77.03959798163204,-65
NODE_015,2024-07-01T00:06:00+00:00,43.96231355748457,-78.9532369021271,20.2,63.8,22.81,0.0538,0.36,51.58,7.73,181.9,0.0947,False,79.2706181424691,-85
NODE_016,2024-07-01T00:06:00+00:00,43.96248952695007,-78.9390533590758,23.69,65.65,25.77,0.1229,0.4189,52.28,7.64,190.1,0.0959,False,95.14049605923628,-75
NODE_017,2024-07-01T00:06:00+00:00,43.96588729675526,-78.92219630954476,23.9,62.57,24.6,0.1121,0.4278,45.83,6.36,180.2,0.0995,False,74.98763223180768,-60
NODE_018,2024-07-01T00:06:00+00:00,43.96275570846081,-78.91140988634133,22.95,66.42,24.26,0.0449,0.4112,52.68,5.76,182.7,0.0856,False,77.90661468752589,-68
NODE_019,2024-07-01T00:06:00+00:00,43.96214945947012,-78.90099763111878,20.17,67.02,22.84,0.073,0.4065,47.75,6.79,181.7,0.088,False,80.63771429587091,-62
NODE_020,2024-07-01T00:06:00+00:00,43.97170884610648,-79.0093450053146,21.93,61.96,24.78,0.0741,0.4635,47.1,7.96,184.2,0.101,False,74.5434156642918,-103
NODE_021,2024-07-01T00:06:00+00:00,43.97064500754711,-78.99909115384804,20.99,67.01,25.62,0.0629,0.367,48.28,9.52,184.1,0.0916,False,99.03542182845844,-94
NODE_022,2024-07-01T00:06:00+00:00,43.97420030084036,-78.99010342121382,23.61,63.0,23.37,0.1283,0.4055,52.95,7.31,179.0,0.1013,False,84.13733318544315,-97
NODE_023,2024-07-01T00:06:00+00:00,43.971726540241406,-78.97183553255374,24.22,65.07,25.86,0.0622,0.4191,50.69,6.28,183.2,0.0906,False,76.06339621096055,-74
NODE_024,2024-07-01T00:06:00+00:00,43.97329871105418,-78.9611336125662,23.97,65.79,27.05,0.1334,0.4259,48.26,8.22,174.7,0.0974,False,78.86011308187581,-75
NODE_025,2024-07-01T00:06:00+00:00,43.971511921500856,-78.9535084596176,22.18,65.36,23.04,0.111,0.4062,53.78,8.44,182.6,0.097,False,97.1416953499792,-73
NODE_026,2024-07-01T00:06:00+00:00,43.97242419312657,-78.94073743821929,23.25,63.38,24.13,0.0721,0.3502,51.39,5.78,182.6,0.0936,False,90.529723949752,-64
NODE_028,2024-07-01T00:06:00+00:00,43.97295509788596,-78.90952882238616,23.92,64.36,23.65,0.0559,0.406,47.94,5.29,181.9,0.0899,False,76.30407438813289,-86
NODE_029,2024-07-01T00:06:00+00:00,43.97273691736915,-78.90167656741617,22.77,65.02,24.6,0.061,0.4006,50.01,9.23,179.7,0.0954,False,70.01845274517305,-85
NODE_030,2024-07-01T00:06:00+00:00,43.98331738355972,-79.01231013141758,22.51,63.3,22.95,0.0707,0.4281,47.44,9.0,182.3,0.0994,False,79.12006348387864,-81
NODE_031,2024-07-01T00:06:00+00:00,43.98243776174083,-78.99707702100449,22.38,64.1,21.56,0.0049,0.3824,46.03,7.62,167.3,0.0905,False,80.8773211696703,-63
NODE_032,2024-07-01T00:06:00+00:00,43.98122925383974,-78.98383387309352,21.67,65.87,23.39,0.0435,0.441,48.37,7.68,187.1,0.09,False,87.64491662748313,-71
NODE_033,2024-07-01T00:06:00+00:00,43.98203544044569,-78.9781369900358,21.59,64.77,23.95,0.104,0.3864,49.35,5.11,182.7,0.092,False,74.7413433319246,-90
NODE_034,2024-07-01T00:06:00+00:00,43.98392936116851,-78.96512988294756,21.62,63.41,25.27,0.1107,0.4102,47.81,9.28,179.2,0.1025,False,87.33613300079986,-72
NODE_035,2024-07-01T00:06:00+00:00,43.98357662071918,-78.95057293953398,24.47,64.41,23.08,0.139,0.3637,56.77,9.38,181.9,0.1023,False,99.44846286562232,-61
NODE_036,2024-07-01T00:06:00+00:00,43.98135364668897,-78.93676281884024,23.68,63.08,24.5,0.0612,0.3848,45.07,4.43,178.4,0.0914,False,89.05871664992334,-108
NODE_039,2024-07-01T00:06:00+00:00,43.98334806226204,-78.89788324854723,22.15,69.4,25.1,0.0296,0.4218,48.53,7.49,180.0,0.0811,False,95.32186038586042,-106
NODE_040,2024-07-01T00:06:00+00:00,43.98888696074908,-79.01311141320038,22.24,63.85,25.72,0.0959,0.3669,44.57,7.08,178.9,0.0966,False,83.41790047765159,-109
