node_id,timestamp,latitude,longitude,temperature_c,humidity_pct,surface_temp_c,smoke_index,co_ppm,voc_index,wind_speed_kmh,wind_direction_deg,fire_risk,is_fire_event,battery_pct,signal_rssi,hour_sin,hour_cos,month_sin,month_cos,is_afternoon
NODE_028,2024-07-01 00:01:30+00:00,43.9729691844733,-78.90954108707415,37.22,62.6,23.43,0.104,0.3904,49.09,6.8,185.4,0.0982,False,76.32231150799188,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_029,2024-07-01 00:01:30+00:00,43.972767422174776,-78.9016515540866,37.22,62.6,23.64,0.0661,0.4072,51.03,7.81,174.2,0.0933,False,70.03020253493213,-74,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_030,2024-07-01 00:01:30+00:00,43.98328829689945,-79.01232344962591,37.22,62.6,23.58,0.074,0.4061,48.24,9.13,179.3,0.0987,False,79.12946448425227,-73,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_031,2024-07-01 00:01:30+00:00,43.9824378067485,-78.99710333421929,37.22,62.6,22.92,0.0534,0.3716,45.98,7.69,182.2,0.0947,False,80.89294125951002,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_032,2024-07-01 00:01:30+00:00,43.98124258814256,-78.98382854484399,37.22,62.6,22.08,0.062,0.4273,47.29,6.98,176.1,0.0917,False,87.65421411306167,-65,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_033,2024-07-01 00:01:30+00:00,43.982031466000926,-78.97812177144756,37.22,62.6,23.96,0.0794,0.4245,52.6,5.72,174.5,0.0905,False,74.75845014318547,-81,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_034,2024-07-01 00:01:30+00:00,43.9839350888113,-78.96512725345453,37.22,62.6,23.86,0.1057,0.3965,52.15,8.52,169.7,0.0964,False,87.35568047667242,-88,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_035,2024-07-01 00:01:30+00:00,43.98356472803418,-78.95059965750202,37.22,62.6,24.95,0.0848,0.3775,50.53,8.78,179.5,0.0957,False,99.46942037640272,-62,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_036,2024-07-01 00:01:30+00:00,43.98135810619915,-78.9367656243988,37.22,62.6,25.36,0.0643,0.3741,50.39,7.98,177.3,0.0959,False,89.07401241747465,-102,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_037,2024-07-01 00:01:30+00:00,43.98214141893728,-78.92141126429097,37.22,62.6,24.52,0.1167,0.4108,51.0,9.25,178.8,0.0998,False,97.67436298141789,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_038,2024-07-01 00:01:30+00:00,43.98295106404796,-78.91532777303843,37.22,62.6,24.52,0.0739,0.4536,51.68,6.86,181.9,0.092,False,85.93461998299139,-80,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_039,2024-07-01 00:01:30+00:00,43.98332583657338,-78.89788137192386,37.22,62.6,24.53,0.077,0.4022,49.32,6.48,186.8,0.089,False,95.34128672269962,-74,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_040,2024-07-01 00:01:30+00:00,43.98886532507674,-79.01311516513795,37.22,62.6,24.17,0.0765,0.3556,46.78,9.12,172.4,0.0974,False,83.42695476713034,-63,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_041,2024-07-01 00:01:30+00:00,43.98830559312844,-78.9984300129335,37.22,62.6,25.23,0.0872,0.4044,50.14,7.22,181.3,0.0936,False,93.53589096355944,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_043,2024-07-01 00:01:30+00:00,43.99104873177164,-78.97798773391735,37.22,62.6,23.63,0.0758,0.4004,49.96,8.06,178.8,0.09,False,93.40821257582527,-70,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_044,2024-07-01 00:01:30+00:00,43.98990252811668,-78.96148518126006,37.22,62.6,24.63,0.0759,0.4057,48.01,6.98,179.5,0.0928,False,93.54691999898412,-97,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_045,2024-07-01 00:01:30+00:00,43.98936984138568,-78.95095136231008,37.22,62.6,22.78,0.0679,0.4176,47.33,9.29,177.4,0.0974,False,80.78950776949543,-97,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_046,2024-07-01 00:01:30+00:00,43.99120504345516,-78.93535478753638,37.22,62.6,23.91,0.106,0.3989,54.09,8.37,178.0,0.096,False,75.5519682883546,-68,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_047,2024-07-01 00:01:30+00:00,43.99325640631112,-78.92419611121602,37.22,62.6,22.02,0.0957,0.4075,49.67,8.98,171.4,0.0986,False,80.0136252526001,-103,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_048,2024-07-01 00:01:30+00:00,43.988390120661855,-78.90920023072067,37.22,62.6,22.76,0.0758,0.3883,53.94,6.46,174.3,0.0933,False,77.53511474423078,-67,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_049,2024-07-01 00:01:30+00:00,43.989584372642845,-78.90186111073157,37.22,62.6,25.07,0.0963,0.3979,50.72,6.82,175.6,0.0943,False,90.73161822427002,-88,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_050,2024-07-01 00:01:30+00:00,44.00241328829492,-79.015735161946,37.22,62.6,22.89,0.1013,0.3933,50.56,8.72,173.4,0.0977,False,76.1436051472679,-73,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_051,2024-07-01 00:01:30+00:00,44.00170571484205,-78.9965036342591,37.22,62.6,22.97,0.045,0.4201,50.78,7.53,184.9,0.0903,False,91.66057212557904,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_052,2024-07-01 00:01:30+00:00,44.00143403992502,-78.99037733043195,37.22,62.6,24.35,0.0745,0.4091,49.46,8.46,177.4,0.0947,False,75.69597850384996,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_053,2024-07-01 00:01:30+00:00,44.002405527578205,-78.97756875504415,37.22,62.6,24.75,0.0631,0.4247,50.05,9.0,180.3,0.0958,False,93.9047332119142,-109,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_054,2024-07-01 00:01:30+00:00,44.00202063181868,-78.9630950272857,37.22,62.6,23.92,0.0794,0.4184,49.31,8.27,171.7,0.0977,False,91.36558921737488,-83,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_055,2024-07-01 00:01:30+00:00,44.002325460996765,-78.94807214222716,37.22,62.6,24.32,0.0753,0.3946,49.89,8.17,174.1,0.0953,False,97.62901348966795,-84,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_056,2024-07-01 00:01:30+00:00,43.998389622548125,-78.9388866820906,37.22,62.6,23.9,0.0751,0.3817,51.1,9.36,192.7,0.0967,False,83.93460869680712,-81,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_057,2024-07-01 00:01:30+00:00,44.00080871633851,-78.92542784340937,37.22,62.6,23.01,0.0668,0.3855,48.85,8.52,182.9,0.0941,False,94.14216469586678,-91,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_058,2024-07-01 00:01:30+00:00,43.99974617666533,-78.91432686686287,37.22,62.6,24.17,0.1285,0.4205,49.41,8.39,190.7,0.0994,False,98.9552577535095,-77,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_059,2024-07-01 00:01:30+00:00,43.999120158217,-78.89924353473478,37.22,62.6,25.76,0.0518,0.3529,48.79,8.42,175.1,0.0932,False,94.1473332327216,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_060,2024-07-01 00:01:30+00:00,44.00948929654619,-79.01631947708591,37.22,62.6,24.38,0.1231,0.3791,51.57,8.95,179.8,0.1028,False,79.928075919119,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_061,2024-07-01 00:01:30+00:00,44.00971872366294,-79.00214767410922,37.22,62.6,24.55,0.0464,0.3857,48.97,7.58,175.6,0.0905,False,95.6891325184206,-61,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_062,2024-07-01 00:01:30+00:00,44.010953676247375,-78.990807199295,37.22,62.6,23.69,0.0697,0.3759,51.29,7.39,181.3,0.0911,False,95.57967987966552,-98,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_063,2024-07-01 00:01:30+00:00,44.00781052671765,-78.97516348419292,37.22,62.6,23.26,0.0901,0.4241,51.11,8.06,184.4,0.0953,False,72.60452396919582,-65,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_064,2024-07-01 00:01:30+00:00,44.00703694834493,-78.95923507761268,37.22,62.6,23.97,0.0754,0.4167,43.25,7.18,178.5,0.0966,False,70.86975694282717,-82,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_065,2024-07-01 00:01:30+00:00,44.00942948256602,-78.95192810570593,37.22,62.6,24.48,0.0919,0.4358,48.19,7.22,188.3,0.0946,False,83.77119649689213,-102,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_066,2024-07-01 00:01:30+00:00,44.010664781751785,-78.9398051617483,37.22,62.6,23.81,0.0403,0.3873,48.78,8.67,180.6,0.0938,False,85.66702607915853,-76,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_067,2024-07-01 00:01:30+00:00,44.00986133288753,-78.92604474732298,37.22,62.6,23.59,0.0797,0.4132,47.23,9.37,181.8,0.0983,False,97.54993730727692,-100,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_068,2024-07-01 00:01:30+00:00,44.00883491027617,-78.91070012669506,37.22,62.6,23.62,0.1127,0.4104,52.5,7.26,182.2,0.0931,False,98.53999534228028,-99,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_069,2024-07-01 00:01:30+00:00,44.00982355906927,-78.89879817339133,37.22,62.6,23.83,0.0802,0.4102,50.84,7.36,180.6,0.0926,False,74.59477703940809,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_070,2024-07-01 00:01:30+00:00,44.01749865502924,-79.0138166502923,37.22,62.6,23.68,0.1045,0.4144,52.97,7.74,180.6,0.0968,False,85.05244173998588,-95,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_071,2024-07-01 00:01:30+00:00,44.01665890687721,-79.00243279908165,37.22,62.6,23.4,0.0806,0.4054,48.18,8.39,189.3,0.0944,False,96.90010808640577,-101,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_072,2024-07-01 00:01:30+00:00,44.01607551675998,-78.98994953122967,37.22,62.6,24.3,0.0927,0.4017,50.61,8.48,180.5,0.0995,False,99.087934036194,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_073,2024-07-01 00:01:30+00:00,44.01667195913883,-78.97188740212603,37.22,62.6,24.05,0.1072,0.3747,50.09,7.49,179.5,0.0981,False,90.5898931489966,-82,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_074,2024-07-01 00:01:30+00:00,44.01968212625272,-78.9598529048865,37.22,62.6,24.61,0.0523,0.3699,48.37,7.51,176.4,0.0891,False,90.13512713148847,-81,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_075,2024-07-01 00:01:30+00:00,44.01560654571694,-78.9462438536789,37.22,62.6,24.65,0.0628,0.3627,48.07,8.45,183.6,0.0945,False,78.07343311469708,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_076,2024-07-01 00:01:30+00:00,44.020533196735165,-78.93427343676493,37.22,62.6,24.13,0.1067,0.3817,51.78,8.11,185.5,0.0957,False,94.7343962462276,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_077,2024-07-01 00:01:30+00:00,44.01622102399659,-78.92507363905085,37.22,62.6,24.81,0.1162,0.4219,48.68,6.92,180.7,0.0951,False,76.68886044549818,-79,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_078,2024-07-01 00:01:30+00:00,44.01998674204521,-78.90939167587398,37.22,62.6,24.02,0.0817,0.4067,45.28,7.13,180.0,0.0952,False,93.91912432761627,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_079,2024-07-01 00:01:30+00:00,44.0173668314813,-78.89626774129674,37.22,62.6,24.2,0.1004,0.4047,47.26,8.44,175.4,0.0942,False,77.75478311573531,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_080,2024-07-01 00:01:30+00:00,44.02932577656634,-79.01047074011893,37.22,62.6,23.99,0.0668,0.3929,53.19,9.41,183.7,0.0984,False,70.95151956633684,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_081,2024-07-01 00:01:30+00:00,44.02661452436882,-78.99666469610003,37.22,62.6,24.07,0.0785,0.4051,48.67,7.8,179.6,0.0931,False,97.56181138945418,-84,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_082,2024-07-01 00:01:30+00:00,44.02789570696598,-78.98768246288786,37.22,62.6,24.79,0.0965,0.4099,51.29,8.17,186.7,0.0943,False,98.33756548492836,-80,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_083,2024-07-01 00:01:30+00:00,44.02593150179104,-78.97152975171272,37.22,62.6,23.58,0.1087,0.3714,45.03,7.77,186.0,0.0947,False,87.01219999070479,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_087,2024-07-01 00:01:30+00:00,44.02951593981841,-78.92810115257302,37.22,62.6,23.54,0.1163,0.4073,49.25,7.82,178.5,0.0951,False,83.77305292088269,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_088,2024-07-01 00:01:30+00:00,44.024685639943925,-78.91568675772318,37.22,62.6,24.6,0.1165,0.3802,54.93,7.48,185.3,0.0963,False,72.87043373575123,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_089,2024-07-01 00:01:30+00:00,44.02652329439933,-78.89657850087353,37.22,62.6,23.29,0.1082,0.4082,47.94,8.46,175.9,0.0968,False,72.4754554179825,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_090,2024-07-01 00:01:30+00:00,44.034658598260485,-79.01190227512262,37.22,62.6,24.44,0.079,0.4209,46.57,8.18,174.1,0.0949,False,69.99992423586323,-100,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_091,2024-07-01 00:01:30+00:00,44.033776830083895,-78.99891060135205,37.22,62.6,23.8,0.0766,0.3738,48.57,7.43,178.4,0.0946,False,94.62502780521042,-108,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_092,2024-07-01 00:01:30+00:00,44.03616237995442,-78.98431167322659,37.22,62.6,23.67,0.0664,0.4022,50.82,8.37,175.7,0.0956,False,89.2831760054336,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_094,2024-07-01 00:01:30+00:00,44.03545437294701,-78.96124393196976,37.22,62.6,24.09,0.0876,0.3599,47.71,8.64,177.3,0.0974,False,70.1305923844024,-60,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_095,2024-07-01 00:01:30+00:00,44.03581870053026,-78.94676637454958,37.22,62.6,25.29,0.0828,0.3981,48.06,7.51,179.1,0.0963,False,92.63582585650867,-77,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_096,2024-07-01 00:01:30+00:00,44.03339354354224,-78.93658345503287,37.22,62.6,24.15,0.0731,0.4311,49.41,8.53,182.3,0.0969,False,89.905651678765,-89,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_097,2024-07-01 00:01:30+00:00,44.0387338677664,-78.92814901268302,37.22,62.6,24.45,0.0944,0.3498,52.6,7.22,173.7,0.094,False,80.3678435712746,-109,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_098,2024-07-01 00:01:30+00:00,44.03606790752227,-78.91518400398802,37.22,62.6,23.47,0.0692,0.354,50.65,6.76,169.8,0.0924,False,84.39851075000824,-102,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_099,2024-07-01 00:01:30+00:00,44.038104884786655,-78.89704177758887,37.22,62.6,23.05,0.0997,0.4029,50.13,7.56,182.2,0.0937,False,99.1177497650756,-101,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_000,2024-07-01 00:02:00+00:00,43.95572647869404,-79.01620051260358,37.22,62.6,24.25,0.0615,0.4108,50.14,8.92,180.1,0.095,False,75.97801657713613,-97,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_001,2024-07-01 00:02:00+00:00,43.953588790993706,-79.00278793242731,37.22,62.6,25.15,0.0705,0.3707,49.4,8.02,172.3,0.0945,False,76.44119551555742,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_002,2024-07-01 00:02:00+00:00,43.955907722894416,-78.98461977052858,37.22,62.6,23.62,0.0875,0.3935,46.56,7.9,185.5,0.0935,False,87.10531003110415,-89,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_003,2024-07-01 00:02:00+00:00,43.95545727181815,-78.97857908069163,37.22,62.6,23.57,0.1137,0.3923,52.21,8.34,175.9,0.0989,False,91.39318248976966,-68,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_004,2024-07-01 00:02:00+00:00,43.95344560664916,-78.96247964382071,37.22,62.6,24.73,0.0983,0.381,49.34,6.08,178.5,0.0936,False,80.05904841590198,-61,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_005,2024-07-01 00:02:00+00:00,43.95530494174935,-78.94837968260502,37.22,62.6,23.19,0.0992,0.3791,48.28,9.06,176.4,0.0989,False,71.95538627363001,-61,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_006,2024-07-01 00:02:00+00:00,43.95519606831872,-78.93958991384812,37.22,62.6,25.46,0.0938,0.3557,48.68,8.66,172.3,0.0947,False,83.20801487790933,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_007,2024-07-01 00:02:00+00:00,43.953750943731485,-78.92216410904392,37.22,62.6,22.4,0.0773,0.4248,49.93,7.97,176.8,0.0948,False,86.79458253525972,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_008,2024-07-01 00:02:00+00:00,43.95659127902709,-78.91092178001718,37.22,62.6,23.55,0.1077,0.3868,51.93,8.63,176.1,0.0985,False,99.20991393768185,-108,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_009,2024-07-01 00:02:00+00:00,43.95375386684312,-78.90204495405835,37.22,62.6,24.61,0.0929,0.3742,50.61,8.41,174.8,0.0965,False,91.79519852703903,-89,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_010,2024-07-01 00:02:00+00:00,43.96182587881045,-79.01353889778512,37.22,62.6,24.46,0.0579,0.3655,50.73,7.86,172.6,0.0933,False,91.41712854931924,-64,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_011,2024-07-01 00:02:00+00:00,43.96585360858398,-78.99931208101601,37.22,62.6,23.98,0.0442,0.4322,49.75,10.11,176.1,0.0952,False,74.21870070853856,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_012,2024-07-01 00:02:00+00:00,43.96522895868397,-78.98731141400619,37.22,62.6,24.59,0.0646,0.4107,50.89,7.83,179.5,0.0953,False,75.02650101319867,-74,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_013,2024-07-01 00:02:00+00:00,43.96167700574164,-78.97660059940623,37.22,62.6,23.63,0.0752,0.4307,51.92,7.43,178.0,0.0932,False,86.52018242237209,-84,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_014,2024-07-01 00:02:00+00:00,43.964616334411744,-78.95980346453935,37.22,62.6,23.6,0.0859,0.389,51.6,6.8,178.7,0.0921,False,77.05685623221245,-91,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_015,2024-07-01 00:02:00+00:00,43.96227397636755,-78.95324361853746,37.22,62.6,23.64,0.0911,0.3683,51.95,8.28,179.4,0.0963,False,79.28386759033108,-65,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_016,2024-07-01 00:02:00+00:00,43.96250397581815,-78.93908010527251,37.22,62.6,26.38,0.0859,0.4032,49.72,7.93,178.8,0.0956,False,95.15248301138186,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_017,2024-07-01 00:02:00+00:00,43.965883656913405,-78.92220923231595,37.22,62.6,24.91,0.0796,0.4003,47.73,8.28,183.2,0.0955,False,75.00580894135904,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_018,2024-07-01 00:02:00+00:00,43.96275674232332,-78.91142446972657,37.22,62.6,24.0,0.0616,0.4133,48.62,6.51,172.4,0.0902,False,77.9204611776655,-97,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_019,2024-07-01 00:02:00+00:00,43.96214340080871,-78.90099924063834,37.22,62.6,23.56,0.0585,0.4246,46.31,7.93,179.0,0.0908,False,80.654523211436,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_020,2024-07-01 00:02:00+00:00,43.9717111044649,-79.00934141278306,37.22,62.6,24.94,0.0712,0.4067,49.35,9.18,182.7,0.0981,False,74.55851811024476,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_021,2024-07-01 00:02:00+00:00,43.97063422159228,-78.99909569952771,37.22,62.6,25.56,0.0515,0.3918,50.32,8.03,177.8,0.09,False,99.04955384447469,-103,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_022,2024-07-01 00:02:00+00:00,43.97420108713186,-78.99010655974413,37.22,62.6,25.21,0.0987,0.4059,52.47,8.73,178.5,0.0978,False,84.15346947967026,-63,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_023,2024-07-01 00:02:00+00:00,43.97173633414287,-78.97185385769768,37.22,62.6,25.96,0.1024,0.4047,48.69,7.11,177.0,0.0925,False,76.07269096190717,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_024,2024-07-01 00:02:00+00:00,43.973283763804766,-78.96112657830493,37.22,62.6,25.95,0.1155,0.4244,49.83,6.59,182.1,0.0942,False,78.87709679274515,-70,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_025,2024-07-01 00:02:00+00:00,43.9715065484018,-78.95350918883139,37.22,62.6,24.51,0.0916,0.4134,52.0,7.97,178.7,0.0955,False,97.14977353824835,-73,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_026,2024-07-01 00:02:00+00:00,43.972444397909626,-78.94073015430453,37.22,62.6,23.98,0.0399,0.3984,51.53,7.44,179.0,0.0922,False,90.54301894397103,-108,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_028,2024-07-01 00:02:00+00:00,43.97297162681192,-78.90954453591247,37.22,62.6,23.02,0.0984,0.383,49.87,6.51,180.7,0.0971,False,76.31984510395769,-71,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_029,2024-07-01 00:02:00+00:00,43.97273085817303,-78.90164961780266,37.22,62.6,24.02,0.0605,0.4138,51.88,7.97,175.3,0.0934,False,70.0275785547696,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_031,2024-07-01 00:02:00+00:00,43.98242425714936,-78.99710113547494,37.22,62.6,23.2,0.0582,0.3769,46.23,7.08,187.4,0.0926,False,80.8912203270269,-88,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_032,2024-07-01 00:02:00+00:00,43.98123380012512,-78.98383912951775,37.22,62.6,22.18,0.0573,0.4335,48.24,7.0,174.2,0.0913,False,87.6527699790759,-97,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_033,2024-07-01 00:02:00+00:00,43.982016047319554,-78.97811809647165,37.22,62.6,23.75,0.0936,0.4376,52.28,4.56,178.0,0.0886,False,74.7562025885556,-106,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_034,2024-07-01 00:02:00+00:00,43.98394241134846,-78.965129042523,37.22,62.6,23.81,0.1022,0.4004,51.27,9.18,180.0,0.0985,False,87.35356413206813,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_035,2024-07-01 00:02:00+00:00,43.98355046430319,-78.95058508152978,37.22,62.6,24.81,0.1034,0.3725,50.36,8.27,184.4,0.0977,False,99.46811378786158,-109,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_036,2024-07-01 00:02:00+00:00,43.9813367690667,-78.93675877300521,37.22,62.6,25.34,0.0701,0.3616,51.26,7.17,175.9,0.0949,False,89.07246158355228,-108,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_037,2024-07-01 00:02:00+00:00,43.98215439960313,-78.92142978417984,37.22,62.6,24.77,0.1113,0.409,51.35,8.68,183.4,0.0993,False,97.67323381570483,-60,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_038,2024-07-01 00:02:00+00:00,43.98296363263629,-78.91532381874464,37.22,62.6,25.23,0.0871,0.459,53.16,6.79,186.0,0.0934,False,85.93266401626921,-91,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_039,2024-07-01 00:02:00+00:00,43.98331751852456,-78.89788402483634,37.22,62.6,24.55,0.0615,0.4179,48.72,6.27,181.0,0.0868,False,95.33905347433485,-76,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_041,2024-07-01 00:02:00+00:00,43.98828463399381,-78.99840947196206,37.22,62.6,25.4,0.0958,0.3957,49.01,7.3,182.1,0.0922,False,93.53322127111458,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_043,2024-07-01 00:02:00+00:00,43.99101357970033,-78.97800417904968,37.22,62.6,24.0,0.0823,0.3978,49.09,7.93,179.8,0.0912,False,93.406565440345,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_044,2024-07-01 00:02:00+00:00,43.989897898794894,-78.96148253419334,37.22,62.6,23.95,0.0698,0.4033,48.27,7.33,183.0,0.0936,False,93.54581107484292,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_045,2024-07-01 00:02:00+00:00,43.98935494836095,-78.95096666682454,37.22,62.6,22.59,0.0645,0.4094,46.81,8.98,175.2,0.096,False,80.7882158835676,-109,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_046,2024-07-01 00:02:00+00:00,43.99122232678708,-78.93537337203432,37.22,62.6,23.59,0.0933,0.4247,53.58,8.83,181.6,0.0968,False,75.5502566853861,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_047,2024-07-01 00:02:00+00:00,43.99326239819566,-78.924213956284,37.22,62.6,21.85,0.0921,0.3788,51.93,8.46,183.9,0.0957,False,80.01089418817718,-65,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_048,2024-07-01 00:02:00+00:00,43.98840200528782,-78.90920637662866,37.22,62.6,22.92,0.0744,0.389,52.55,6.47,189.5,0.0918,False,77.5332082158891,-66,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_049,2024-07-01 00:02:00+00:00,43.98957394223434,-78.9018523935231,37.22,62.6,25.14,0.0851,0.397,49.57,5.96,183.3,0.0925,False,90.72909502616672,-83,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
